municipality,ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_20
170300,7,7,-,4,-,-,-,-,10,3,2,1,-,-,-,4,-,1,6
170305,1,1,-,-,2,1,-,-,6,3,-,-,-,1,-,-,-,-,4
170307,7,2,1,3,-,-,-,-,11,2,2,-,-,2,-,-,1,3,4
170310,5,6,-,3,1,1,-,-,19,2,1,-,-,2,-,-,-,-,4
170320,6,4,-,1,-,1,-,-,3,1,-,-,-,-,-,1,1,-,4
170330,2,1,1,1,-,-,-,-,10,1,2,-,-,-,-,-,-,-,6
170360,1,1,-,3,-,-,-,-,3,1,-,-,-,-,-,-,-,1,4
170370,4,1,1,10,1,1,-,-,13,5,3,-,-,2,-,-,-,-,11
170380,1,9,-,8,-,-,-,-,19,4,1,-,-,1,-,-,1,-,10
170382,2,1,-,2,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
170384,3,3,-,4,3,2,-,-,9,3,1,-,-,-,-,1,-,-,10
170386,3,3,1,5,-,-,-,-,4,1,1,-,-,4,-,2,-,-,4
170388,1,-,-,2,-,1,-,-,5,-,-,-,-,-,-,-,1,-,-
170389,5,2,-,-,-,1,-,-,7,-,1,-,-,-,-,-,-,2,7
170390,3,3,-,-,1,-,-,-,8,3,1,-,-,-,-,-,-,-,6
170410,4,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,1
170510,2,4,-,6,-,1,-,-,6,2,2,-,-,-,-,-,-,1,2
170460,2,1,-,-,1,-,-,-,3,-,-,-,-,-,-,-,-,-,2
170550,55,23,-,21,2,3,-,-,68,27,14,2,1,5,1,7,2,1,42
171670,8,6,1,6,2,1,-,-,11,6,3,1,-,2,-,-,-,3,6
170555,6,4,-,5,-,1,-,-,12,2,3,-,-,-,-,-,1,-,5
170560,6,2,-,1,-,1,-,-,6,1,1,-,-,-,-,2,1,2,3
170600,5,1,-,2,-,1,-,-,15,6,1,-,-,-,-,1,-,-,4
170610,3,7,-,2,-,-,-,-,11,9,2,1,-,2,-,-,-,3,11
170625,1,2,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,1,3
170650,9,5,-,2,-,2,-,-,13,2,4,-,-,-,-,-,-,1,6
170700,11,17,1,5,1,5,-,-,28,7,11,1,-,1,1,3,1,12,18
170710,1,9,-,4,1,2,-,-,17,5,1,1,-,1,-,-,-,-,5
170720,9,6,-,2,-,-,-,-,12,2,3,-,1,-,-,-,-,-,9
170730,3,-,1,2,3,2,-,-,10,5,-,-,-,-,-,-,-,3,4
170740,8,4,-,4,3,3,-,-,22,1,1,-,-,1,-,2,-,-,3
170755,3,4,-,1,-,-,-,-,7,3,1,-,-,-,-,-,-,1,4
170765,5,6,-,4,-,-,-,-,12,2,-,-,-,1,-,-,-,4,4
170770,6,6,1,6,-,-,-,-,18,5,4,-,-,1,-,1,1,1,10
170820,24,14,1,15,2,2,-,-,34,6,2,-,-,1,1,1,-,3,26
170825,6,4,-,-,1,-,-,-,4,6,-,2,-,-,-,-,-,-,7
170830,2,3,-,-,-,-,-,-,6,-,3,-,-,-,-,-,-,1,5
170900,9,8,-,7,5,-,-,1,21,8,2,1,-,-,-,1,-,5,10
170930,31,13,-,12,-,4,-,-,48,16,6,-,-,3,-,-,-,2,16
170950,71,75,-,60,15,13,-,-,118,28,15,-,1,19,2,2,2,5,69
170980,2,1,-,1,-,1,-,-,3,1,-,-,-,-,-,-,-,-,1
171050,12,4,-,-,1,1,-,-,13,4,1,-,-,1,-,3,1,1,7
171070,3,1,-,5,-,1,-,-,10,2,2,-,-,-,-,-,-,-,1
171090,4,2,-,-,-,-,-,-,5,2,-,2,-,-,-,1,-,1,8
171110,2,4,-,3,-,2,-,-,7,1,-,-,-,-,-,1,-,2,-
171150,3,2,-,-,-,-,-,-,3,1,-,-,-,1,-,-,-,-,-
171180,2,3,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,1,-
171190,11,7,-,6,1,-,-,-,13,6,3,-,1,1,-,-,-,3,7
171195,5,2,-,4,-,1,-,-,3,3,-,-,-,-,-,-,-,2,4
171200,4,1,1,1,-,1,-,-,3,2,1,-,-,-,-,1,-,2,6
171215,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1
171240,3,1,1,1,-,1,-,-,6,3,1,-,-,-,-,-,-,2,2
171245,3,1,-,2,-,-,-,-,4,-,1,-,-,1,-,-,-,2,3
171250,6,1,1,-,-,-,-,-,6,3,1,-,-,2,-,1,-,3,3
171270,-,1,-,-,1,1,-,-,2,-,-,-,-,-,-,-,-,-,2
171280,2,3,-,4,1,-,-,-,3,1,2,-,-,-,-,-,-,-,1
171320,13,28,-,11,3,1,-,-,49,8,7,-,-,1,-,3,1,-,17
171330,15,23,-,6,-,1,-,-,33,7,6,-,-,1,-,1,1,2,14
171360,4,4,-,1,1,-,-,-,9,2,2,-,-,-,1,-,-,-,5
171370,-,2,-,4,1,-,-,-,7,1,1,1,-,-,-,-,-,2,-
171395,2,2,-,3,-,-,-,-,6,2,1,-,-,1,-,-,-,-,3
171420,3,4,1,8,1,3,-,-,15,8,1,-,-,-,-,1,-,6,14
171430,4,4,-,5,-,2,-,-,3,-,3,-,-,1,-,-,-,1,4
171488,18,6,-,6,1,2,-,-,21,6,2,-,-,-,-,1,-,-,7
171500,3,1,-,1,-,-,-,-,12,4,1,-,1,-,-,1,-,1,5
171510,2,3,1,4,-,1,-,-,9,4,2,-,-,-,-,-,-,-,2
171515,2,5,-,1,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
171525,1,3,2,-,-,-,-,-,7,1,-,-,-,-,-,1,-,2,1
171550,1,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,3
172100,252,231,7,66,8,32,-,-,246,76,64,3,3,30,2,32,23,20,231
171570,7,1,-,3,-,-,-,-,5,1,2,-,-,-,-,1,-,1,3
171380,6,2,-,2,1,-,-,-,13,-,1,-,-,3,-,1,-,-,5
171575,7,7,-,6,-,-,1,-,5,4,3,-,-,-,-,1,1,3,6
171610,54,39,1,24,10,9,-,-,72,27,11,1,-,7,2,6,2,1,51
171620,2,7,-,1,3,1,-,-,29,5,2,-,-,1,-,1,-,2,12
171630,6,1,1,3,-,-,-,-,14,-,1,-,-,-,-,-,1,1,3
171650,13,6,-,10,-,1,-,-,25,10,5,1,-,1,-,6,3,6,17
171660,11,2,-,4,2,-,-,-,21,3,1,-,-,4,-,-,2,-,9
171665,5,5,-,2,-,-,-,-,9,1,1,-,-,1,-,-,-,2,5
171700,1,3,-,1,-,-,-,-,9,3,1,-,-,1,-,-,-,1,3
171720,2,-,-,1,-,-,-,-,2,1,-,1,-,-,-,-,-,-,3
171750,2,2,-,5,2,-,-,-,18,2,1,-,-,2,-,-,-,2,8
171780,5,4,-,3,-,1,-,-,7,-,1,-,-,1,-,-,-,-,2
171790,7,3,-,3,1,1,-,-,12,4,-,-,-,-,-,1,-,-,14
171800,2,-,-,3,1,-,-,-,3,1,1,-,-,-,-,-,-,1,4
171820,68,42,1,23,8,12,-,-,92,29,12,2,2,7,-,5,4,15,88
171830,6,3,-,6,2,-,-,-,13,3,3,-,-,-,-,1,-,1,6
171840,3,4,-,4,-,2,-,-,9,4,1,-,-,-,-,-,-,1,7
171845,-,3,-,1,-,-,-,-,3,2,2,-,-,-,-,-,-,3,1
171850,1,1,-,2,-,2,-,-,11,3,2,-,-,1,-,1,-,-,5
171855,1,2,-,3,-,-,-,-,12,4,2,-,-,-,-,1,1,-,3
171865,-,2,-,1,2,-,-,-,2,2,-,-,-,-,-,-,-,1,4
171870,4,1,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,1,2
171875,1,5,1,2,1,-,-,-,11,3,2,1,-,1,-,-,1,2,11
171880,7,3,-,4,-,-,-,-,2,3,2,-,-,1,-,1,-,-,5
171884,5,2,-,7,-,-,-,-,10,1,-,-,-,-,1,-,-,2,5
171886,4,4,-,4,-,-,-,-,10,1,-,-,-,-,-,1,-,1,8
171888,2,1,-,-,-,-,-,-,7,-,-,-,-,-,-,1,1,1,2
171889,1,1,-,2,-,-,-,-,4,1,-,-,-,-,-,-,1,2,3
171890,3,4,-,2,-,-,-,-,8,3,-,-,1,-,-,-,-,1,4
171900,3,3,-,-,-,-,-,-,5,1,2,-,1,-,-,-,-,-,6
172000,3,1,-,-,-,2,-,-,7,-,-,-,-,-,-,-,-,-,2
172010,5,4,-,1,-,-,-,-,10,1,3,-,-,-,-,-,-,3,7
172015,-,-,-,-,-,-,-,-,3,-,-,-,-,1,-,-,-,-,1
172020,10,5,-,4,1,-,-,-,16,4,3,-,-,-,1,1,1,2,5
172025,-,2,-,1,-,1,-,-,3,1,1,-,-,2,-,-,-,1,4
172030,3,4,-,5,-,1,-,-,9,1,3,-,-,-,-,-,-,-,2
172049,-,5,1,1,2,-,-,-,2,5,2,-,-,-,-,1,-,-,6
172065,5,6,-,3,-,-,-,-,12,4,1,1,-,2,-,-,-,-,9
172080,7,7,-,6,-,1,-,-,16,3,-,-,-,1,-,-,2,1,5
172085,-,2,-,-,2,-,-,-,2,-,-,-,-,-,-,-,1,-,-
172090,8,10,-,6,1,2,-,-,30,14,2,1,-,4,-,2,-,6,15
172093,1,1,-,2,-,-,-,-,3,1,2,1,-,1,-,-,-,1,2
172097,2,2,-,1,-,-,-,-,2,1,-,-,-,-,-,-,-,1,5
172110,7,5,-,4,1,1,-,-,13,2,-,-,-,-,-,1,1,8,2
172120,29,15,1,19,3,-,-,-,44,15,8,-,-,4,1,-,-,1,22
172125,2,-,-,1,-,-,-,-,7,1,1,-,-,-,-,-,-,2,1
172130,-,1,-,4,-,1,-,-,6,-,2,-,-,-,-,-,-,2,1
172208,5,7,-,3,1,2,-,-,17,6,3,2,-,-,-,-,-,-,7
172210,16,6,-,13,1,2,-,-,34,7,2,-,1,2,1,3,1,-,12
170000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11
210005,160,86,4,69,5,16,-,-,195,41,23,3,-,13,1,15,7,16,121
210010,2,3,-,2,-,-,-,-,7,2,-,-,-,1,-,-,-,3,2
210015,10,2,1,4,-,2,-,-,16,7,2,1,-,2,-,-,-,14,3
210020,7,8,1,15,1,2,-,-,24,11,4,-,1,2,-,1,-,8,6
210030,21,11,2,4,3,-,-,-,28,8,2,1,-,-,1,2,1,32,15
210040,6,4,-,4,-,-,-,-,9,3,2,-,-,-,-,-,-,2,4
210043,31,14,-,18,1,2,-,-,44,6,9,-,-,1,-,5,1,9,24
210047,33,15,4,13,-,3,-,-,46,12,6,-,-,2,-,6,3,9,11
210050,4,9,-,2,2,-,-,-,24,4,6,-,-,2,-,3,-,3,8
210055,1,4,-,2,-,1,-,-,7,1,2,-,-,1,-,1,-,-,2
210060,39,17,2,15,1,3,-,-,70,28,9,1,-,4,1,5,5,14,33
210070,9,18,-,11,2,7,-,-,41,25,6,-,-,4,2,3,1,1,14
210080,8,11,-,8,1,1,-,-,17,7,5,-,-,2,-,3,-,1,4
210083,13,4,1,2,-,1,-,-,27,5,2,-,-,-,-,4,2,17,12
210087,8,4,-,5,-,-,-,-,21,5,-,-,-,-,-,3,-,4,8
210090,27,16,2,17,-,5,-,-,69,26,10,1,2,8,-,2,3,48,17
210095,27,12,1,9,-,-,-,-,38,11,3,-,-,3,-,10,2,8,17
210100,26,15,2,17,-,1,-,-,63,23,7,1,1,4,-,4,3,29,23
210110,7,7,-,4,1,-,-,-,31,7,2,-,-,2,1,1,-,6,8
210120,142,76,4,86,9,11,-,-,205,38,31,1,2,15,-,15,6,26,88
210125,11,8,3,6,-,1,-,-,32,17,8,1,-,1,-,4,1,3,24
210130,16,10,-,3,-,-,-,-,44,3,6,1,-,1,-,2,-,4,19
210135,2,3,1,2,-,-,-,-,10,-,-,-,-,2,-,1,-,2,1
210140,99,60,3,27,10,19,-,-,126,35,17,-,5,7,1,12,9,49,125
210150,7,14,-,13,-,2,-,1,66,8,5,-,1,5,-,3,1,7,8
210160,103,42,4,49,2,6,-,-,147,100,23,2,2,19,2,11,4,37,66
210170,40,25,-,43,4,2,-,-,72,22,15,3,-,13,2,12,6,15,26
210177,9,5,-,8,-,-,-,-,24,7,1,-,-,1,1,3,-,-,10
210173,2,1,1,1,-,-,-,-,7,4,-,-,-,-,-,2,-,-,1
210180,5,3,-,4,1,-,-,-,12,2,1,-,-,-,-,-,1,-,1
210190,21,9,2,7,1,2,-,-,31,15,6,-,-,1,1,1,-,7,15
210193,4,6,1,-,-,-,-,-,6,2,-,-,1,1,-,-,-,4,4
210197,4,3,-,3,-,1,-,-,10,7,1,-,-,-,-,-,-,6,9
210200,46,20,-,17,1,7,-,-,58,14,12,-,2,7,2,7,4,12,30
210203,40,9,-,19,-,2,-,-,27,3,7,-,2,3,-,7,3,16,32
210207,8,7,-,5,-,-,-,-,19,6,4,1,-,-,-,1,-,2,5
210210,25,22,1,17,2,-,-,-,57,18,8,1,-,2,1,2,-,1,18
210215,6,3,-,5,-,-,-,-,14,5,3,-,-,3,1,1,-,3,6
210220,21,15,2,13,-,2,-,-,49,13,4,-,1,5,-,4,1,23,15
210230,24,17,1,22,2,3,-,-,58,18,8,-,-,5,-,5,-,6,15
210232,65,31,4,16,2,3,-,-,53,12,15,-,2,6,-,9,4,66,63
210235,15,9,1,10,-,3,-,-,28,2,6,-,-,3,-,1,2,12,14
210237,7,4,-,3,1,-,-,-,12,4,8,-,-,-,-,1,1,2,3
210240,6,7,-,3,-,-,-,-,10,6,-,1,-,-,-,-,-,13,6
210250,8,6,-,6,1,-,-,-,29,3,5,-,-,1,-,2,1,3,13
210255,18,5,1,5,-,-,-,-,18,10,6,-,-,1,-,2,-,3,12
210260,12,11,1,8,1,1,-,-,22,7,4,-,-,2,-,7,1,-,7
210270,10,13,-,19,2,2,-,-,35,8,6,1,-,1,1,2,1,3,6
210275,18,8,-,5,-,-,-,-,16,5,4,-,-,1,-,1,2,11,8
210280,22,13,3,12,2,4,-,-,53,15,10,1,-,1,-,1,2,13,31
210290,19,8,-,17,-,2,-,-,33,2,3,-,-,3,-,4,1,10,4
210300,215,128,7,123,14,27,-,-,297,84,50,7,4,22,1,23,7,35,157
210310,5,5,1,2,-,-,-,-,10,6,3,-,-,1,-,1,-,2,4
210312,2,3,-,3,2,-,-,-,5,4,-,2,-,-,-,2,-,1,10
210315,8,5,-,5,-,-,-,-,11,3,5,-,-,1,-,1,1,1,4
210317,7,11,-,2,1,1,-,-,16,7,-,1,-,3,1,-,1,2,8
210320,90,64,6,63,1,3,-,-,139,41,35,-,2,12,1,9,7,27,51
210325,9,7,-,6,-,-,-,-,26,11,2,-,-,-,-,3,-,6,10
210330,174,82,5,66,10,18,-,-,186,60,35,3,2,21,3,17,5,36,112
210340,53,31,1,34,7,5,-,-,91,22,15,-,1,6,1,15,2,14,34
210350,54,22,-,16,2,1,-,-,77,12,14,2,2,6,1,3,2,24,40
210355,12,10,1,3,1,2,-,-,32,5,5,-,-,-,-,3,1,4,10
210360,90,38,1,20,-,6,-,-,121,36,23,2,2,5,1,5,3,26,42
210370,22,32,3,22,1,6,-,-,69,14,11,-,-,4,-,3,-,9,24
210375,18,9,1,4,3,3,-,-,28,9,6,1,1,3,-,1,1,3,19
210380,20,18,-,13,2,2,-,-,41,18,8,-,-,2,2,3,2,8,14
210390,13,5,-,5,1,-,-,-,20,7,2,-,-,1,-,-,-,11,3
210400,24,14,2,9,-,1,-,-,29,12,12,-,1,1,-,4,1,4,15
210405,33,15,1,26,2,9,-,-,64,23,8,-,-,4,-,6,2,8,28
210407,6,1,-,4,-,-,-,-,19,6,4,-,-,-,-,-,-,5,6
210408,5,8,-,8,-,-,-,-,12,9,6,-,1,3,-,7,-,5,6
210409,7,7,-,6,-,4,-,-,24,10,1,-,1,1,-,3,1,5,13
210410,9,6,-,7,-,1,-,-,19,8,5,-,-,1,-,-,1,1,11
210420,12,10,1,11,1,7,-,-,38,8,13,-,-,4,-,-,-,2,13
210430,3,4,-,7,-,-,-,-,14,2,1,-,-,-,-,3,-,1,5
210440,21,7,1,8,-,-,-,1,38,13,5,1,-,2,1,3,-,5,6
210450,6,6,-,13,-,-,-,-,23,4,1,1,-,-,-,2,1,7,9
210455,16,7,-,6,1,1,-,-,27,14,6,1,-,2,-,3,2,2,16
210460,10,9,-,3,1,1,-,-,38,5,4,-,-,3,-,4,1,2,9
210462,3,4,-,5,1,1,-,-,14,6,5,-,-,2,-,-,1,6,7
210465,9,7,1,4,-,-,-,-,19,5,7,-,-,-,-,-,-,3,6
210467,16,12,1,19,1,3,-,-,29,10,6,-,-,-,2,1,1,5,17
210470,6,2,-,4,1,1,-,-,15,5,2,-,-,-,-,3,-,2,6
210480,82,45,1,35,1,6,-,-,112,28,13,-,-,16,3,11,5,53,93
210490,8,5,-,4,-,-,-,-,25,6,1,-,-,-,-,1,-,4,11
210500,15,14,1,7,1,1,-,-,45,10,6,1,1,2,-,7,1,19,17
210510,13,5,-,9,1,1,-,-,46,15,4,1,-,2,-,4,-,4,9
210515,11,8,1,6,-,5,-,-,21,8,2,-,-,-,2,-,-,2,3
210520,17,5,-,15,-,1,-,-,23,10,4,1,-,1,-,3,1,1,11
210530,548,220,5,160,15,42,-,-,495,155,111,7,6,39,4,33,14,31,241
210535,10,9,-,4,1,2,-,-,20,2,3,-,-,1,-,2,-,4,12
210540,42,28,4,40,3,6,-,-,76,38,6,1,-,12,2,7,5,12,44
210542,36,18,-,12,1,-,-,-,41,13,8,-,1,3,-,4,1,17,36
210545,6,3,-,8,-,1,-,-,15,1,7,-,-,3,-,-,2,2,8
210547,25,5,-,8,-,-,-,-,16,5,2,-,-,1,-,3,1,3,9
210550,40,12,1,8,1,5,-,-,41,12,8,-,-,2,2,5,2,13,29
210560,18,9,1,9,2,1,-,-,32,10,3,-,-,2,-,2,1,3,18
210565,4,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,3
210570,55,24,1,22,3,7,-,-,82,23,14,-,-,8,-,4,3,8,48
210580,7,5,-,8,-,1,-,-,10,2,2,-,-,2,-,1,-,-,4
210594,10,11,2,4,2,2,-,1,17,8,4,-,5,1,-,-,-,-,10
210590,10,14,1,14,1,2,-,-,18,4,1,-,-,2,1,2,1,2,9
210592,4,7,2,4,1,1,-,-,17,2,2,-,-,-,-,2,2,1,9
210596,4,4,2,7,1,2,-,-,13,4,2,-,-,1,-,-,1,5,5
210598,11,4,-,3,1,1,-,-,19,2,-,-,-,1,-,1,-,-,4
210600,18,5,-,13,1,1,-,-,36,12,3,-,-,1,-,1,2,9,12
210610,8,9,-,3,1,-,-,-,21,8,2,-,1,-,-,1,1,5,6
210620,7,6,-,1,-,1,-,-,4,6,1,-,-,-,1,2,-,-,3
210630,10,7,-,3,1,2,-,-,30,10,3,-,-,2,-,2,1,7,6
210632,14,9,-,13,-,3,-,-,23,7,6,-,-,1,-,1,-,6,17
210635,5,1,-,-,-,-,-,-,3,2,1,-,-,2,1,-,1,1,5
210637,12,6,-,3,1,-,-,-,17,4,1,-,-,3,1,1,-,3,8
210640,15,7,-,8,1,-,-,-,25,14,4,-,1,2,2,3,-,1,10
210650,11,9,1,12,-,2,-,-,50,13,7,-,-,1,-,7,1,2,14
210660,20,11,-,8,2,1,-,-,40,22,9,2,-,1,-,7,-,44,14
210663,2,3,-,3,-,-,-,-,17,6,6,-,-,1,-,3,-,-,7
210667,2,3,-,1,-,-,-,-,9,2,1,-,-,1,-,1,-,-,-
210670,15,9,1,3,-,-,-,-,16,4,6,1,-,3,-,2,1,15,10
210675,19,16,-,16,-,-,-,-,45,6,8,1,-,2,-,-,1,10,15
210680,14,4,-,7,-,-,-,-,24,7,3,-,-,3,-,1,-,8,8
210690,25,15,2,10,1,1,-,-,47,13,3,-,-,2,-,3,2,10,17
210700,8,7,-,7,-,3,-,-,26,8,2,-,1,-,1,2,-,3,4
210710,8,7,-,5,-,1,-,-,17,8,3,1,-,1,-,4,-,5,5
210720,6,6,-,1,-,2,-,-,12,8,2,-,-,-,-,1,1,5,9
210725,1,1,-,3,-,-,-,-,16,-,-,-,-,1,-,2,-,1,6
210730,1,2,2,1,1,-,-,-,12,7,1,-,-,-,-,-,-,1,7
210735,8,6,-,14,1,1,-,-,28,13,1,-,-,1,-,1,-,3,12
210740,16,14,1,5,-,-,-,-,34,4,9,1,1,4,-,-,1,12,13
210745,7,4,1,9,1,1,-,-,26,4,3,1,-,-,-,2,1,1,10
210750,104,95,6,43,15,18,-,-,157,109,28,6,5,18,1,15,7,5,54
210760,6,5,-,5,2,1,-,-,28,8,4,1,1,1,1,1,-,3,17
210770,19,9,-,12,2,1,-,-,44,10,16,-,-,4,2,1,2,3,16
210780,16,18,-,9,-,3,-,-,68,16,6,1,1,5,-,2,2,23,16
210790,23,9,-,9,3,4,-,-,30,6,9,-,-,4,-,2,-,4,12
210800,9,18,-,3,-,1,-,-,43,7,6,-,1,2,1,2,-,21,20
210805,7,8,-,3,-,2,-,-,17,4,3,-,-,-,-,1,-,33,5
210810,28,5,-,16,1,3,-,-,40,6,5,-,-,1,1,2,1,13,20
210820,78,39,3,23,1,7,-,-,87,37,16,1,-,7,-,5,1,1,22
210825,7,8,-,3,-,-,-,-,10,5,2,-,-,1,-,4,1,9,16
210830,18,18,1,29,-,1,-,-,68,18,8,-,1,2,-,11,1,14,25
210840,7,7,-,4,-,1,-,-,25,3,6,-,1,1,-,1,1,10,9
210845,16,8,1,17,2,-,-,-,23,9,6,1,-,2,-,6,3,4,13
210850,22,29,-,19,-,3,-,-,62,15,13,1,-,6,-,4,5,6,33
210860,70,52,4,55,1,6,-,-,134,41,19,2,4,12,-,14,2,24,76
210870,16,7,3,5,1,1,-,-,31,11,6,-,-,-,-,4,1,34,11
210880,8,10,1,7,2,2,-,-,30,14,4,-,2,2,-,-,1,1,12
210890,21,19,-,9,3,1,-,-,38,17,7,-,-,2,1,2,2,5,7
210900,37,23,-,11,-,-,-,-,32,19,11,-,-,2,-,2,1,12,27
210905,4,4,-,3,-,-,-,-,18,-,1,-,1,-,-,-,-,1,2
210910,51,34,2,30,3,1,-,-,89,27,13,1,-,5,-,8,2,13,40
210920,1,3,1,10,-,-,-,-,13,6,2,2,-,1,-,1,-,4,3
210923,1,6,-,3,-,-,-,-,8,3,1,-,-,-,1,-,1,9,1
210927,12,7,1,9,-,-,-,-,32,15,6,-,-,-,1,4,-,4,12
210930,5,4,-,2,-,-,-,-,9,7,2,1,-,1,-,2,-,4,7
210940,1,8,-,3,1,1,-,-,15,5,6,-,1,-,-,1,-,2,5
210945,29,17,1,14,2,-,-,-,43,23,3,1,1,2,1,4,4,3,9
210950,24,11,-,8,-,2,-,-,56,5,2,1,-,1,-,6,2,6,19
210955,7,1,-,1,2,-,-,-,10,10,6,-,-,-,-,-,1,4,5
210960,19,22,-,23,4,4,-,-,89,28,8,-,-,12,-,5,3,24,33
210970,4,3,-,2,-,-,-,-,7,2,-,-,-,1,-,2,-,1,5
210975,5,2,-,1,-,1,-,-,8,1,8,-,-,1,-,-,-,3,3
210980,29,16,1,7,-,2,-,-,63,8,6,-,-,2,2,4,-,16,16
210990,129,52,7,61,4,9,-,-,168,40,23,4,2,9,2,14,4,53,91
211000,44,42,3,37,4,4,-,1,120,26,15,1,-,3,1,6,1,37,68
211003,18,12,1,6,-,2,-,-,26,14,3,1,-,1,2,2,-,7,11
211010,21,23,-,10,-,2,-,-,48,6,6,-,-,1,-,3,3,2,16
211020,16,10,-,11,1,3,1,-,69,20,5,1,1,3,1,9,2,11,28
211023,5,2,-,2,1,-,-,-,9,10,-,-,-,-,-,2,2,11,4
211027,3,6,-,5,-,1,-,-,13,3,5,-,-,-,-,1,-,3,5
211030,10,6,1,10,-,4,-,-,39,11,4,1,-,2,-,1,1,3,10
211040,10,14,-,12,-,-,-,-,26,12,10,1,-,1,-,-,1,2,9
211050,14,16,2,13,-,3,-,1,59,18,5,-,1,1,-,4,1,21,16
211060,13,11,2,14,-,1,-,1,33,10,6,1,-,2,-,5,2,11,13
211065,5,5,-,3,-,-,-,-,23,2,7,-,-,-,-,-,1,4,4
211070,27,16,1,17,2,2,-,-,65,33,8,1,1,4,-,2,2,16,46
211080,5,3,-,3,1,1,-,-,11,-,-,-,-,-,-,-,-,4,2
211085,6,9,-,5,-,-,-,-,14,4,4,-,-,2,-,-,-,2,16
211090,13,8,1,3,-,2,-,-,29,6,4,2,-,1,-,3,1,2,7
211100,13,21,1,17,-,1,-,-,45,12,5,-,-,3,-,4,2,3,7
211102,9,2,-,2,1,-,-,-,27,3,5,1,-,1,-,-,-,6,9
211105,7,5,-,7,1,1,-,-,12,3,-,-,-,2,-,1,1,4,10
211107,8,8,1,4,1,1,-,-,23,7,3,-,-,2,1,4,-,8,15
211110,29,19,-,15,1,4,-,2,64,20,9,1,1,5,1,3,2,11,24
211120,158,140,7,106,16,23,-,-,288,184,48,8,6,36,5,43,11,14,138
211125,8,4,1,3,-,1,-,-,10,6,2,-,-,1,-,-,-,6,5
211130,1205,995,33,580,101,182,-,2,1717,1176,340,55,27,198,14,117,50,125,623
211140,21,7,-,9,1,1,-,-,31,8,8,-,-,1,-,3,1,4,9
211150,47,26,1,38,5,1,-,-,73,13,9,-,-,6,-,5,3,38,31
211153,10,3,1,4,-,-,-,-,12,3,3,1,-,-,-,2,-,18,10
211157,3,2,-,8,-,-,-,-,9,2,1,-,-,-,-,-,1,-,2
211160,29,9,1,10,3,3,-,-,48,6,5,-,-,4,1,4,2,11,18
211163,2,4,-,7,1,-,-,-,13,1,-,-,-,-,-,1,-,4,-
211167,5,1,-,1,-,1,-,-,16,3,3,-,-,-,1,3,-,1,1
211170,4,7,-,6,-,4,-,-,33,10,1,1,-,1,-,-,1,3,11
211172,2,1,-,-,-,-,-,-,8,1,2,-,1,-,1,1,1,8,2
211174,5,4,-,7,-,-,-,-,16,3,3,-,-,1,-,-,-,2,8
211176,21,11,-,16,1,3,-,-,28,7,6,1,-,4,-,2,1,5,13
211178,4,5,-,3,-,-,-,-,10,2,2,-,-,-,-,1,-,2,1
211180,18,8,-,7,-,-,-,-,21,10,6,-,-,-,-,1,-,9,17
211190,9,5,1,5,-,-,-,-,28,10,4,-,-,-,-,-,-,3,9
211195,4,3,-,2,-,1,-,-,9,3,3,-,-,1,-,1,-,11,6
211200,7,2,-,2,3,-,-,-,7,7,-,-,-,2,-,-,-,8,8
211210,29,8,1,8,1,-,-,-,39,19,7,-,-,5,-,5,-,25,6
211220,219,155,4,166,24,29,-,-,267,120,41,9,4,27,2,20,9,48,209
211223,44,17,-,24,2,4,-,-,55,11,8,1,-,1,-,2,1,6,12
211227,9,1,-,-,-,-,-,-,9,5,2,-,-,1,-,1,-,4,2
211230,20,27,1,19,7,3,-,-,74,12,8,2,1,2,1,8,1,5,32
211240,9,17,2,22,1,-,-,-,42,6,4,1,-,2,-,3,-,13,12
211245,6,9,-,4,-,-,-,-,23,6,3,1,-,-,2,2,1,10,25
211250,35,31,-,30,-,2,-,-,90,15,13,3,1,1,1,7,4,64,18
211260,19,16,-,2,-,-,-,-,31,15,8,1,-,3,-,5,1,5,11
211270,35,24,1,15,3,-,-,-,90,21,10,-,-,1,-,4,3,13,29
211280,23,32,3,28,-,2,-,-,115,38,14,1,-,9,-,9,2,21,50
211285,10,10,1,4,-,-,-,-,13,4,-,-,-,2,-,1,-,2,8
211290,12,22,1,26,1,2,-,-,78,14,7,1,1,5,-,5,-,9,29
211300,51,29,-,16,1,2,-,-,53,9,11,-,-,3,-,5,-,15,14
211400,58,28,2,40,1,3,-,-,93,26,21,-,-,6,1,12,1,7,37
